会員ID,購買日,品番,商品名,カラーコード,カラー名,サイズコード,サイズ名,店舗ブランドコード,店舗ブランド略称,商品ブランドコード,商品ブランド略称,購買点数,税抜金額,VS店舗ID,店舗名,MS店舗ID,販売担当者,担当者コード,売上ID,標準小売単価
RC00003388,2023-12-28,002360800401,メロンチュールエンブロイダリースカート,12,B.PNK,191,M,00,MD,00,MD,1,12800,0000324,FC福岡パルコ,0030203,眞島 ありさ,891065,004567651170000300001,16000
RC00003388,2023-12-28,002352600801,2WAYミニシャギーコンパクトニット,11,PCH,099,F,00,MD,00,MD,-1,-4000,0000324,FC福岡パルコ,0030203,眞島 ありさ,891065,004567872290000100001,6300
RC00003388,2023-12-28,002352800401,ロングスリーブミニシャギーニットカーディガン,03,IVY,099,F,00,MD,00,MD,-1,-5300,0000324,FC福岡パルコ,0030203,眞島 ありさ,891065,004567872290000200001,6300
RC00003388,2023-12-28,002360800401,メロンチュールエンブロイダリースカート,12,B.PNK,191,M,00,MD,00,MD,-1,-12800,0000324,FC福岡パルコ,0030203,眞島 ありさ,891065,004567872290000300001,16000
RC00003388,2023-12-28,002352600801,2WAYミニシャギーコンパクトニット,11,PCH,099,F,00,MD,00,MD,1,3400,0000324,FC福岡パルコ,0030203,眞島 ありさ,891065,004567872310000100001,6300
RC00003388,2023-12-28,002352800401,ロングスリーブミニシャギーニットカーディガン,03,IVY,099,F,00,MD,00,MD,1,4505,0000324,FC福岡パルコ,0030203,眞島 ありさ,891065,004567872310000200001,6300
RC00003388,2023-12-28,002360800401,メロンチュールエンブロイダリースカート,12,B.PNK,191,M,00,MD,00,MD,1,10880,0000324,FC福岡パルコ,0030203,眞島 ありさ,891065,004567872310000300001,16000
RC00000691,2024-01-01,002040900301,スウィングモチーフイヤリング,91,SLV,399,F,00,MD,00,MD,1,49,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004569213350000100001,3000
RC00000691,2024-01-01,002050700601,ベルト付バミューダパンツ,35,LME,199,F,00,MD,00,MD,1,194,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004569213350000200001,12000
RC00004186,2024-01-02,002352600401,ロングスリーブラッフルコンパクトニット,09,BLK,099,F,00,MD,00,MD,1,4000,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004569891720000100001,6300
RC00001668,2024-01-13,002410800201,カラーチェックボリュームフレアスカート,03,IVY,189,XS,00,MD,00,MD,1,10400,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004575397820000100001,13000
RC00004495,2024-01-14,002410301801,チュールドッキング2AWYニットワンピース,09,BLK,003,S,00,MD,00,MD,1,16300,0000029,ルミネ有楽町ルミネ1,0060106,木村 南友,003001,004575593810000100001,16300
RC00003360,2024-01-14,002352600201,2WAYアームウォーマーリブニット,79,D.BRN,099,F,00,MD,00,MD,1,3600,0000029,ルミネ有楽町ルミネ1,0060106,堰八 愛菜,002510,004575620900000100001,6800
RC00003360,2024-01-14,002410301401,2WAYジャカードカーデドッキングニットワンピー,72,BGE,004,M,00,MD,00,MD,1,14670,0000029,ルミネ有楽町ルミネ1,0060106,堰八 愛菜,002510,004575620900000200001,16300
RC00001959,2024-01-20,002412600101,アシンメトリーカットアウトチョーカーストラップニット,61,LVD,099,F,00,MD,00,MD,1,6010,0000322,代行名古屋パルコ,0050216,内藤 早希,890616,004578005120000100001,6800
RC00001959,2024-01-20,002410300501,2WAYレースドッキングマーメイドニットワンピース,08,C.GRY,003,S,00,MD,00,MD,1,12725,0000322,代行名古屋パルコ,0050216,内藤 早希,890616,004578005120000200001,14400
RC00001668,2024-02-07,002410300401,シアーレイヤードフラワープリントプリーツワンピース,35,LME,003,S,00,MD,00,MD,1,15300,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004584580100000100001,15300
RC00001977,2024-02-16,002350303601,2WAYスリットスリーブシャツワンピース,60,PPL,004,M,00,MD,00,MD,1,6300,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004588502990000100001,16300
RC00004343,2024-02-20,002410800501,シアーフラワーパイピングフレアスカート,01,O.WHT,191,M,00,MD,00,MD,1,10623,0000028,ルクア大阪,0061001,齋藤 紀香,010322,004589822820000100001,12000
RC00004343,2024-02-20,002412600201,2WAYナローストラップリブニット,09,BLK,099,F,00,MD,00,MD,1,5489,0000028,ルクア大阪,0061001,齋藤 紀香,010322,004589822820000200001,6200
RC00004025,2024-02-22,002420302401,チュールレイヤードニットドッキングワンピース,08,C.GRY,004,M,00,MD,00,MD,1,16200,0000026,博多阪急,0061303,金井 祐子,009394,004590524470000100001,16200
RC00001158,2024-02-23,002222600401,セーラーカラーオーバーニット,58,NVY,099,F,00,MD,00,MD,1,900,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004590900600000100001,10000
RC00001941,2024-02-24,002142600101,シアーVネックポロニット,61,LVD,099,F,00,MD,00,MD,1,800,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004591240550000100001,9500
RC00001941,2024-02-24,002210700401,ジャガードハイウエストパンツ,72,BGE,191,M,00,MD,00,MD,1,720,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004591240550000200001,8500
RC00001941,2024-02-24,002222600401,セーラーカラーオーバーニット,58,NVY,099,F,00,MD,00,MD,1,800,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004591240550000300001,10000
RC00001941,2024-02-24,002230400701,ラッフルデザインシャツ,51,ICE,099,F,00,MD,00,MD,1,800,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004591240550000400001,8500
RC00001941,2024-02-24,002342800501,2WAYキーネックミニシャギーコンパクトカーディガン,20,ORG,099,F,00,MD,00,MD,1,1200,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004591240550000500001,6300
RC00002273,2024-02-24,002362600701,ボリュームスリーブリブニット,01,O.WHT,099,F,00,MD,00,MD,1,2700,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004591240650000100001,8000
RC00004223,2024-03-04,002420100301,フェイクスエードコンパクトライダースジャケット,03,IVY,099,F,00,MD,00,MD,1,14731,0000017,広島パルコ,0060205,丸本 栞,009543,004594513170000100001,15000
RC00003548,2024-03-05,002410000101,ベーシックトレンチコート,12,B.PNK,004,M,00,MD,00,MD,1,15300,0000317,ルミネ池袋,0060104,MD ルミネ池袋,078007,004595001500000100001,15300
RC00003691,2024-03-11,002420302701,2WAYフェザードッキングニットワンピース,03,IVY,004,M,00,MD,00,MD,1,16200,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004597397460000100001,16200
RC00003564,2024-03-23,002420700401,バックスリットストレートパンツ,03,IVY,191,M,00,MD,00,MD,1,11000,0000322,代行名古屋パルコ,0050216,内藤 早希,890616,004601693000000100001,11000
RC00003564,2024-03-29,002352800901,ビジューボタンニットカーディガン,58,NVY,099,F,00,MD,00,MD,1,5400,0000044,タカシマヤゲートタワーモール,0066701,渡邊 沙也,010815,004603894720000100001,6000
RC00002773,2024-04-06,002420402001,ショルダーリボンオフショルブラウス,09,BLK,099,F,00,MD,00,MD,1,6653,0000028,ルクア大阪,0061001,MD ルクア大阪,060028,004607000620000100001,7500
RC00002773,2024-04-06,002420300401,チュールレースレディーワンピース,09,BLK,004,M,00,MD,00,MD,1,14193,0000028,ルクア大阪,0061001,MD ルクア大阪,060028,004607000620000200001,16000
RC00003824,2024-04-12,002420300501,バックレースアップニットドッキングワンピース,80,L.MIX,003,S,00,MD,00,MD,1,16200,0000007,心斎橋OPA,0060302,白井 萌咲,008699,004608981340000100001,16200
RC00003824,2024-04-12,002422800101,透かし編みラメ混ボレロカーディガン,01,O.WHT,099,F,00,MD,00,MD,1,8000,0000007,心斎橋OPA,0060302,白井 萌咲,008699,004608981340000200001,8000
RC00004436,2024-04-14,002420303801,スパークルレースキャミティアードワンピース,01,O.WHT,004,M,00,MD,00,MD,1,14000,0000044,タカシマヤゲートタワーモール,0066701,渡邊 沙也,010815,004609841120000100001,14000
RC00004436,2024-04-14,002420800101,コルセットチュールドッキングフレアスカート,03,IVY,191,M,00,MD,00,MD,1,14000,0000044,タカシマヤゲートタワーモール,0066701,渡邊 沙也,010815,004609841120000200001,14000
RC00001032,2024-04-14,002320401201,クロップドシアーシャツ,09,BLK,099,F,00,MD,00,MD,1,1800,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004610057870000100001,7200
RC00001032,2024-04-14,002340801201,シアーチェックフレアスカート,09,BLK,003,S,00,MD,00,MD,1,2700,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004610057870000200001,10500
RC00001668,2024-04-14,002322600701,2WAY総針ラッフルコンパクトニット,10,RED,099,F,00,MD,00,MD,1,1350,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004610057880000100001,6300
RC00001668,2024-04-14,002410300301,カラーチェックティアードドッキングワンピース,35,LME,003,S,00,MD,00,MD,1,7200,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004610057880000200001,16200
HAS0902947,2024-04-29,002332600901,チョーカーリボンフレンチスリーブニット,01,O.WHT,099,F,00,MD,00,MD,1,1500,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004616320850000100001,6300
RC00002140,2024-05-06,002430800601,ボタニカルフラワーフレアースカート,04,L.GRY,190,S,00,MD,00,MD,1,11700,0000317,ルミネ池袋,0060104,鈴木 梨沙,010711,004619104830000100001,13000
RC00002140,2024-05-06,002420302201,ショートトップスセット配色ニットワンピース,84,MIX,003,S,00,MD,00,MD,1,14580,0000317,ルミネ池袋,0060104,鈴木 梨沙,010711,004619104830000200001,16200
RC00004436,2024-05-07,002420402201,2WAYストラップキャミソール,01,O.WHT,099,F,00,MD,00,MD,1,11000,0000044,タカシマヤゲートタワーモール,0066701,安田 真夕,010411,004619586520000100001,11000
RC00004436,2024-05-07,002420700701,ビジュー付ハイウエストデニム,50,BLU,190,S,00,MD,00,MD,1,15000,0000044,タカシマヤゲートタワーモール,0066701,安田 真夕,010411,004619586520000200001,15000
RC00004436,2024-05-07,002422800501,スパークルシアーカーデ,61,LVD,099,F,00,MD,00,MD,1,6500,0000044,タカシマヤゲートタワーモール,0066701,安田 真夕,010411,004619586520000300001,6500
RC00001492,2024-05-17,002432600101,2WAYオーガンジードッキングラッフルニット,61,LVD,099,F,00,MD,00,MD,1,8500,0000039,梅田エスト,0060801,大橋 明日香,010063,004623196260000100001,8500
RC00000677,2024-05-19,002340700501,ハイウエストストレートストレッチデニム,57,IDG,190,S,00,MD,00,MD,1,13000,0000324,FC福岡パルコ,0030203,福重 理子,891251,004624052080000100001,13000
RC00002773,2024-05-19,002420303601,シアーチェックニットドッキングワンピース,35,LME,004,M,00,MD,00,MD,1,15300,0000028,ルクア大阪,0061001,MD ルクア大阪,060028,004624080290000100001,15300
RC00003396,2024-05-19,002430300301,リネンライクバックレースアップキャミワンピース,84,MIX,003,S,00,MD,00,MD,1,16000,0000027,ルミネエスト新宿,0060101,MD ルミネエスト新宿,060027,004624105000000100001,16000
RC00002557,2024-06-04,002332600901,チョーカーリボンフレンチスリーブニット,01,O.WHT,099,F,00,MD,00,MD,1,2520,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004630165840000100001,6300
RC00002557,2024-06-04,002332600901,チョーカーリボンフレンチスリーブニット,08,C.GRY,099,F,00,MD,00,MD,1,2520,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004630165840000200001,6300
RC00002557,2024-06-04,002340100101,オーバーライダースジャケット,09,BLK,003,S,00,MD,00,MD,1,6000,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004630165840000300001,15000
RC00002557,2024-06-04,002360800301,モール刺繍セミフレアスカート,01,O.WHT,190,S,00,MD,00,MD,1,6400,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004630165840000400001,16000
RC00002557,2024-06-04,002410100301,【セットアップ着用可】2WAYスリットスリーブ,03,IVY,099,F,00,MD,00,MD,1,6400,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004630165840000500001,16000
RC00002557,2024-06-04,002420302401,チュールレイヤードニットドッキングワンピース,08,C.GRY,003,S,00,MD,00,MD,1,6480,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004630165840000600001,16200
RC00003580,2024-06-08,002432800601,コンパクトシアーカーディガン,01,O.WHT,099,F,00,MD,00,MD,1,5580,0000007,心斎橋OPA,0060302,松田 優穂,009848,004631534180000100001,6200
RC00003580,2024-06-08,002430300501,シアーノースリニット花柄ドッキングワンピース,50,BLU,003,S,00,MD,00,MD,1,14580,0000007,心斎橋OPA,0060302,松田 優穂,009848,004631534180000200001,16200
RC00003580,2024-06-08,002342700101,2WAYカップ付レースベアインナー,01,O.WHT,099,F,00,MD,00,MD,1,3600,0000007,心斎橋OPA,0060302,松田 優穂,009848,004631534180000300001,4000
RC00001895,2024-06-15,002420800901,バックレースアップストレッチマーメイドスカート,57,IDG,190,S,00,MD,00,MD,1,10800,0000028,ルクア大阪,0061001,MD ルクア大阪,060028,004634110680000100001,12000
RC00001895,2024-06-15,002420402101,2WAYリボンパワショルブラウス,01,O.WHT,099,F,00,MD,00,MD,1,6750,0000028,ルクア大阪,0061001,MD ルクア大阪,060028,004634110680000200001,7500
RC00000677,2024-06-17,002432800601,コンパクトシアーカーディガン,72,BGE,099,F,00,MD,00,MD,1,5580,0000324,FC福岡パルコ,0030203,坂田 詩歩,890100,004634689950000100001,6200
RC00000677,2024-06-17,002432800601,コンパクトシアーカーディガン,09,BLK,099,F,00,MD,00,MD,1,5580,0000324,FC福岡パルコ,0030203,坂田 詩歩,890100,004634689950000200001,6200
RC00002557,2024-06-22,002360800301,モール刺繍セミフレアスカート,01,O.WHT,190,S,00,MD,00,MD,-1,-6400,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004636800820000100001,16000
RC00002557,2024-06-22,002410100301,【セットアップ着用可】2WAYスリットスリーブ,03,IVY,099,F,00,MD,00,MD,-1,-6400,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004636800830000100001,16000
RC00002557,2024-06-22,002332600901,チョーカーリボンフレンチスリーブニット,01,O.WHT,099,F,00,MD,00,MD,-1,-2520,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004636800840000100001,6300
RC00002557,2024-06-22,002332600901,チョーカーリボンフレンチスリーブニット,08,C.GRY,099,F,00,MD,00,MD,-1,-2520,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004636800850000100001,6300
RC00002557,2024-06-22,002340100101,オーバーライダースジャケット,09,BLK,003,S,00,MD,00,MD,-1,-6000,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004636800860000100001,15000
RC00002557,2024-06-22,002420302401,チュールレイヤードニットドッキングワンピース,08,C.GRY,003,S,00,MD,00,MD,-1,-6480,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004636800870000100001,16200
RC00001959,2024-06-27,002431800101,クリアチューブウェッジサンダル,09,BLK,034,34,00,MD,00,MD,1,7560,0000322,代行名古屋パルコ,0050216,岸川 未歩,890611,004638619220000100001,12000
RC00001959,2024-06-27,002440700101,シアーチェックバックレースアップミニスカパン,70,BRN,190,S,00,MD,00,MD,1,10800,0000322,代行名古屋パルコ,0050216,岸川 未歩,890611,004638619220000200001,12000
RC00001959,2024-06-27,002430800401,プランティカコラボフラワーティアードスカート,61,LVD,190,S,00,MD,00,MD,1,12600,0000322,代行名古屋パルコ,0050216,岸川 未歩,890611,004638619220000300001,14000
RC00001959,2024-06-27,002440800201,ランダムフレアアシメスカート,09,BLK,190,S,00,MD,00,MD,1,12600,0000322,代行名古屋パルコ,0050216,岸川 未歩,890611,004638619220000400001,14000
RC00001959,2024-06-27,002452600501,2WAY異素材パフスリーブカットアウトニット,61,LVD,099,F,00,MD,00,MD,1,7200,0000322,代行名古屋パルコ,0050216,岸川 未歩,890611,004638619220000500001,8000
RC00001668,2024-06-29,002340302901,3WAYフレアスリーブドッキングワンピース,08,C.GRY,003,S,00,MD,00,MD,1,8600,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004639425090000100001,17200
RC00003907,2024-06-30,002420400201,バックスリットシアーシャツ,01,O.WHT,099,F,00,MD,00,MD,1,5670,0000324,FC福岡パルコ,0030203,北嶋 妃香里,890990,004639671640000100001,7000
RC00003907,2024-06-30,002440301501,リネンライクバックレースアップキャミワンピース,72,BGE,004,M,00,MD,00,MD,1,14400,0000324,FC福岡パルコ,0030203,北嶋 妃香里,890990,004639671640000200001,16000
RC00001099,2024-07-03,002440301401,カーデセットドットキャミワンピース,01,O.WHT,004,M,00,MD,00,MD,1,12960,0000027,ルミネエスト新宿,0060101,土屋 蘭,009816,004640902160000100001,14400
RC00001099,2024-07-03,002430301701,バックシャンカットワンピース,01,O.WHT,003,S,00,MD,00,MD,1,10800,0000027,ルミネエスト新宿,0060101,土屋 蘭,009816,004640902160000200001,12000
RC00001784,2024-07-08,002422600201,2WAYラッフルコンパクトニット,42,MNT,099,F,00,MD,00,MD,1,4050,0000029,ルミネ有楽町ルミネ1,0060106,東 優花,010019,004642832040000100001,5300
RC00001784,2024-07-08,002422700201,2WAYカップ付レースベアインナー,72,BGE,099,F,00,MD,00,MD,1,3600,0000029,ルミネ有楽町ルミネ1,0060106,東 優花,010019,004642832040000200001,4000
RC00001784,2024-07-08,002430801101,モンステラチュール刺繍スカート,50,BLU,191,M,00,MD,00,MD,1,14400,0000029,ルミネ有楽町ルミネ1,0060106,東 優花,010019,004642832040000300001,16000
RC00004590,2024-07-12,002430301201,ベアニットドッキングコルセットワンピース,08,C.GRY,003,S,00,MD,00,MD,1,11664,0000028,ルクア大阪,0061001,綾野 涼夏,009772,004644572640000100001,16200
RC00004590,2024-07-12,002420400201,バックスリットシアーシャツ,01,O.WHT,099,F,00,MD,00,MD,1,5670,0000028,ルクア大阪,0061001,綾野 涼夏,009772,004644572640000200001,7000
RC00000677,2024-07-21,002430302201,タイプライターバックリボンワンピース,09,BLK,003,S,00,MD,00,MD,1,10000,0000324,FC福岡パルコ,0030203,眞島 ありさ,891065,004648273090000100001,14000
RC00003463,2024-08-03,002440300401,レイヤードライクフラワープリントワンピース,50,BLU,003,S,00,MD,00,MD,1,13600,0000027,ルミネエスト新宿,0060101,寺﨑 明音,010249,004653277610000100001,16000
RC00003463,2024-08-03,002430300301,リネンライクバックレースアップキャミワンピース,60,PPL,003,S,00,MD,00,MD,1,10200,0000027,ルミネエスト新宿,0060101,寺﨑 明音,010249,004653277610000200001,16000
RC00003463,2024-08-03,002432800201,ハイツイストナロースリーブボレロ,04,L.GRY,099,F,00,MD,00,MD,1,6375,0000027,ルミネエスト新宿,0060101,寺﨑 明音,010249,004653277610000300001,7500
RC00004354,2024-08-05,002422600201,2WAYラッフルコンパクトニット,12,B.PNK,099,F,00,MD,00,MD,1,3339,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004654323410000100001,5300
HAS0898662,2024-08-05,002420301801,ボリュームバックリボンタイトワンピース,84,MIX,004,M,00,MD,00,MD,1,4500,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004654324190000100001,15300
HAS0898662,2024-08-05,002430400901,マルチウェイオフショルブラウス,01,O.WHT,099,F,00,MD,00,MD,1,2677,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004654324190000200001,8500
RC00000677,2024-08-10,002430400401,バックリボンバルーンブラウス,09,BLK,099,F,00,MD,00,MD,1,7600,0000324,FC福岡パルコ,0030203,三好 真由,890989,004656675480000100001,9500
RC00000912,2024-08-11,002440300201,ショルダーリボンニットワンピース,09,BLK,004,M,00,MD,00,MD,1,12600,0000324,FC福岡パルコ,0030203,北嶋 妃香里,890990,004656944840000100001,12600
HAS0898662,2024-08-12,002430400901,マルチウェイオフショルブラウス,01,O.WHT,099,F,00,MD,00,MD,-1,-2677,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004657444030000100001,8500
RC00002922,2024-08-28,002420801101,デニムコルセットマーメイドスカート,50,BLU,191,M,00,MD,00,MD,1,4200,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004663298080000100001,12000
RC00002922,2024-08-28,002450400401,シアーフリルブラウス,61,LVD,099,F,00,MD,00,MD,1,9500,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004663298080000200001,9500
RC00004282,2024-09-01,002420900101,フロストフラワーモチーフピアス,91,SLV,399,F,00,MD,00,MD,1,787,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004664601520000100001,2500
RC00004282,2024-09-01,002420900401,パールシェルフープピアス,94,GLD,399,F,00,MD,00,MD,1,1260,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004664601520000200001,4000
RC00003018,2024-09-07,002452800201,2WAYキーネックミニシャギーコンパクトカーディガン,03,IVY,099,F,00,MD,00,MD,1,5670,0000322,代行名古屋パルコ,0050216,安田 望,891205,004666952380000100001,6300
RC00003018,2024-09-07,002452800201,2WAYキーネックミニシャギーコンパクトカーディガン,61,LVD,099,F,00,MD,00,MD,1,5670,0000322,代行名古屋パルコ,0050216,安田 望,891205,004666952380000200001,6300
RC00001668,2024-09-19,002460800501,異素材ツイードサイドプリーツスカート,10,RED,190,S,00,MD,00,MD,1,12000,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004671963880000100001,15000
RC00001668,2024-09-19,002462600801,シンプルボトルネックニット,10,RED,099,F,00,MD,00,MD,1,4240,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004671963880000200001,5300
RC00000399,2024-09-20,002460800501,異素材ツイードサイドプリーツスカート,10,RED,191,M,00,MD,00,MD,1,15000,0000029,ルミネ有楽町ルミネ1,0060106,安岡 來花,010493,004672154160000100001,15000
RC00000399,2024-09-20,002460100601,ツイードノーカラージャケット,10,RED,004,M,00,MD,00,MD,1,18000,0000029,ルミネ有楽町ルミネ1,0060106,安岡 來花,010493,004672154160000200001,18000
RC00003388,2024-09-22,002450400201,パワショルブラウス,01,O.WHT,099,F,00,MD,00,MD,1,9500,0000324,FC福岡パルコ,0030203,眞島 ありさ,891065,004672941370000100001,9500
RC00002920,2024-09-22,002460300401,フラワードッキングコルセットワンピース,50,BLU,003,S,00,MD,00,MD,1,16200,0000317,ルミネ池袋,0060104,鈴木 梨沙,010711,004673026010000100001,16200
RC00002920,2024-09-22,002460801101,バックレースアップストレッチマーメイドスカート,03,IVY,190,S,00,MD,00,MD,1,12000,0000317,ルミネ池袋,0060104,鈴木 梨沙,010711,004673026010000200001,12000
RC00002920,2024-09-22,002352800401,ミニシャギーロングスリーブニットカーディガン,03,IVY,099,F,00,MD,00,MD,1,6300,0000317,ルミネ池袋,0060104,鈴木 梨沙,010711,004673026010000300001,6300
RC00000399,2024-09-25,002460800101,ツイードミニスカート,10,RED,191,M,00,MD,00,MD,1,12000,0000027,ルミネエスト新宿,0060101,MD ルミネエスト新宿,060027,004674049210000100001,12000
RC00001668,2024-09-18,002460100601,ツイードノーカラージャケット,10,RED,003,S,00,MD,00,MD,1,14400,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004675845720000100001,18000
RC00002529,2024-10-12,002460700301,ハイウエストプリーツワイドパンツ,09,BLK,191,M,00,MD,00,MD,1,14000,0000322,代行名古屋パルコ,0050216,内藤 早希,890616,004681122050000100001,14000
RC00001959,2024-10-13,002460800201,マニッシュプリーツミニスカート,05,GRY,190,S,00,MD,00,MD,1,13862,0000322,代行名古屋パルコ,0050216,安田 望,891205,004681615230000100001,14000
RC00001959,2024-10-13,002460300101,ミニシャギーストラップミニニットワンピース,05,GRY,099,F,00,MD,00,MD,1,9902,0000322,代行名古屋パルコ,0050216,安田 望,891205,004681615230000200001,10000
RC00001959,2024-10-13,002420100401,フェイクレザーコンパクトライダースジャケット,04,L.GRY,002,XS,00,MD,00,MD,1,14852,0000322,代行名古屋パルコ,0050216,安田 望,891205,004681615230000300001,15000
RC00001959,2024-10-13,002460801101,バックレースアップストレッチマーメイドスカート,09,BLK,190,S,00,MD,00,MD,1,11882,0000322,代行名古屋パルコ,0050216,安田 望,891205,004681615230000400001,12000
RC00001959,2024-10-13,002450400301,ネクタイセットフラップブラウス,01,O.WHT,099,F,00,MD,00,MD,1,8813,0000322,代行名古屋パルコ,0050216,安田 望,891205,004681615230000500001,8900
RC00001959,2024-10-13,002452601701,ショルダーパールチェーンロングスリーブニット,09,BLK,099,F,00,MD,00,MD,1,7130,0000322,代行名古屋パルコ,0050216,安田 望,891205,004681615230000600001,7200
RC00003457,2024-10-14,002450100701,フェイクムートンボンバージャケット,08,C.GRY,003,S,00,MD,00,MD,1,16000,0000028,ルクア大阪,0061001,MD ルクア大阪,060028,004681979310000100001,16000
RC00003457,2024-10-14,002460300101,ミニシャギーストラップミニニットワンピース,51,ICE,099,F,00,MD,00,MD,1,10000,0000028,ルクア大阪,0061001,MD ルクア大阪,060028,004681979310000200001,10000
RC00003457,2024-10-14,002460800201,マニッシュプリーツミニスカート,01,O.WHT,190,S,00,MD,00,MD,1,14000,0000028,ルクア大阪,0061001,MD ルクア大阪,060028,004681979310000300001,14000
RC00002273,2024-10-20,002440300501,ツイードマーメイドワンピース,09,BLK,004,M,00,MD,00,MD,1,5000,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004684578360000100001,18000
RC00002224,2024-10-31,002460100701,フィットアンドフレアジャケット,79,D.BRN,003,S,00,MD,00,MD,1,15300,0000322,代行名古屋パルコ,0050216,粂川 梨衣,890935,004689108210000100001,17000
RC00002224,2024-10-31,002460700401,バックジップミニマーメイドスカパン,79,D.BRN,190,S,00,MD,00,MD,1,11700,0000322,代行名古屋パルコ,0050216,粂川 梨衣,890935,004689108210000200001,13000
RC00003035,2024-11-03,002450100701,フェイクムートンボンバージャケット,72,BGE,003,S,00,MD,00,MD,1,15818,0000027,ルミネエスト新宿,0060101,MD ルミネエスト新宿,060027,004690419450000100001,16000
RC00002042,2024-11-30,002452601701,ショルダーパールチェーンロングスリーブニット,09,BLK,099,F,00,MD,00,MD,1,7200,0000027,ルミネエスト新宿,0060101,MD ルミネエスト新宿,060027,004701609760000100001,7200
RC00004502,2024-11-30,002462800701,ふわふわリボンパーツニットカーディガン,05,GRY,099,F,00,MD,00,MD,1,9000,0000044,タカシマヤゲートタワーモール,0066701,MD タカシマヤゲートタワーモール,060317,004701653560000100001,9000
RC00004502,2024-11-30,002452601601,パール付フレアスリーブリブニット,08,C.GRY,099,F,00,MD,00,MD,1,7200,0000044,タカシマヤゲートタワーモール,0066701,MD タカシマヤゲートタワーモール,060317,004701653560000200001,7200
RC00003614,2024-12-07,002460302601,異素材ドッキングオフショルニットワンピース,50,BLU,003,S,00,MD,00,MD,1,15120,0000044,タカシマヤゲートタワーモール,0066701,MD タカシマヤゲートタワーモール,060317,004704529960000100001,16800
RC00003614,2024-12-07,002460000701,ファー付アライドロングダウン,09,BLK,003,S,00,MD,00,MD,1,24300,0000044,タカシマヤゲートタワーモール,0066701,MD タカシマヤゲートタワーモール,060317,004704529960000200001,27000
RC00000677,2024-12-14,002462600801,シンプルボトルネックニット,09,BLK,099,F,00,MD,00,MD,1,5300,0000324,FC福岡パルコ,0030203,眞島 ありさ,891065,004707600900000100001,5300
RC00002313,2024-12-15,002460801101,バックレースアップストレッチマーメイドスカート,09,BLK,190,S,00,MD,00,MD,1,12000,0000317,ルミネ池袋,0060104,鈴木 梨沙,010711,004707984400000100001,12000
RC00002313,2024-12-15,002452601801,ショルダーリボンロングスリーブニット,09,BLK,099,F,00,MD,00,MD,1,7000,0000317,ルミネ池袋,0060104,鈴木 梨沙,010711,004707984400000200001,8000
RC00001668,2024-12-19,002510300901,ノルディックジャカードドッキングニットワンピース,58,NVY,004,M,00,MD,00,MD,1,13227,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004709819810000100001,17700
RC00001095,2024-12-23,002460300401,フラワードッキングコルセットワンピース,09,BLK,004,M,00,MD,00,MD,1,15000,0000029,ルミネ有楽町ルミネ1,0060106,東 優花,010019,004711301720000100001,16200
